session_id,early_events,early_product_views,early_unique_categories,early_event_types,device_type,traffic_source,region,early_duration_min,converted
S03280,3,3,1,1,Mobile,Organic Search,Central,2.8,0
S03281,3,3,1,1,Mobile,Direct,Central,3.216666666666667,0
S03282,2,2,2,1,Desktop,Referral,Central,2.683333333333333,1
S03283,3,3,2,1,Mobile,Social,Central,2.4166666666666665,0
S03284,3,3,2,1,Tablet,Organic Search,East,4.0,0
S03285,2,2,2,1,Mobile,Social,East,2.2333333333333334,0
S03286,3,3,2,1,Desktop,Social,West,2.9,0
S03287,2,2,1,1,Mobile,Paid Search,West,2.783333333333333,0
S03288,3,3,2,1,Mobile,Social,Central,3.966666666666667,0
S03289,3,3,1,1,Tablet,Direct,West,3.45,0
S03290,2,2,2,1,Desktop,Organic Search,Central,2.683333333333333,0
S03291,3,3,1,1,Desktop,Email,South,3.966666666666667,0
S03292,2,2,1,1,Mobile,Paid Search,Central,1.7666666666666666,0
S03293,4,4,2,1,Mobile,Paid Search,West,3.933333333333333,0
S03294,5,5,2,1,Mobile,Paid Search,West,4.533333333333333,1
S03295,2,2,1,1,Tablet,Referral,South,1.1,0
S03296,3,3,1,1,Desktop,Referral,West,4.0,0
S03297,3,3,2,1,Mobile,Social,Central,3.0,0
S03298,1,1,1,1,Desktop,Social,South,0.0,0
S03299,3,3,1,1,Mobile,Referral,West,4.1,0
S03300,4,4,1,1,Mobile,Organic Search,South,4.333333333333333,0
S03301,3,3,1,1,Mobile,Direct,Central,4.633333333333334,0
S03302,3,3,2,1,Tablet,Email,East,4.966666666666667,0
S03303,3,3,2,1,Mobile,Social,South,4.916666666666667,0
S03304,3,3,2,1,Desktop,Email,South,4.516666666666667,0
S03305,3,3,1,1,Desktop,Social,West,3.65,0
S03306,2,2,1,1,Desktop,Organic Search,North,2.0166666666666666,0
S03307,4,4,2,1,Mobile,Direct,West,4.233333333333333,0
S03308,4,3,2,2,Desktop,Social,Central,4.133333333333334,0
S03309,2,2,1,1,Mobile,Organic Search,Central,0.7166666666666667,0
S03310,4,4,2,1,Mobile,Direct,North,4.8,0
S03311,2,2,1,1,Mobile,Direct,Central,2.9166666666666665,0
S03312,4,4,2,1,Mobile,Direct,West,3.8333333333333335,0
S03313,3,2,1,2,Mobile,Paid Search,North,4.433333333333334,0
S03314,1,1,1,1,Desktop,Direct,North,0.0,0
S03315,3,3,2,1,Desktop,Paid Search,North,3.9833333333333334,0
S03316,4,4,2,1,Mobile,Organic Search,Central,2.3333333333333335,0
S03317,2,2,1,1,Mobile,Social,North,2.433333333333333,0
S03318,3,3,1,1,Desktop,Direct,South,3.9166666666666665,0
S03319,3,3,1,1,Mobile,Paid Search,West,4.65,0
S03320,3,3,2,1,Mobile,Social,East,4.5,0
S03321,2,2,1,1,Mobile,Organic Search,West,1.3,0
S03322,1,1,1,1,Desktop,Referral,West,0.0,0
S03323,3,1,1,3,Mobile,Paid Search,North,2.95,0
S03324,3,3,1,1,Mobile,Direct,Central,4.416666666666667,0
S03325,1,1,1,1,Mobile,Organic Search,South,0.0,0
S03326,3,3,2,1,Mobile,Referral,East,2.316666666666667,0
S03327,3,3,2,1,Mobile,Social,West,3.0166666666666666,0
S03328,3,2,2,2,Mobile,Organic Search,North,2.466666666666667,0
S03329,3,3,1,1,Desktop,Direct,Central,3.6166666666666667,0
S03330,3,3,2,1,Mobile,Social,East,2.9166666666666665,0
S03331,3,3,1,1,Mobile,Paid Search,North,3.65,0
S03332,5,5,2,1,Mobile,Social,Central,3.2333333333333334,0
S03333,2,2,1,1,Desktop,Email,East,1.9166666666666667,0
S03334,4,4,2,1,Desktop,Social,West,4.033333333333333,0
S03335,2,2,2,1,Tablet,Direct,East,2.4833333333333334,0
S03336,4,4,1,1,Mobile,Organic Search,Central,4.866666666666666,0
S03337,3,3,1,1,Tablet,Paid Search,North,3.966666666666667,0
S03338,3,3,2,1,Mobile,Referral,South,4.766666666666667,0
S03339,2,2,1,1,Mobile,Direct,East,0.4166666666666667,0
S03340,3,3,1,1,Mobile,Email,North,4.283333333333333,0
S03341,2,2,1,1,Tablet,Paid Search,West,1.4666666666666666,0
S03342,3,3,2,1,Mobile,Paid Search,South,3.566666666666667,0
S03343,4,3,1,2,Mobile,Social,South,3.1166666666666667,0
S03344,3,3,1,1,Desktop,Social,North,2.8833333333333333,0
S03345,2,2,1,1,Mobile,Organic Search,West,1.5166666666666666,0
S03346,2,2,1,1,Mobile,Referral,Central,2.4833333333333334,0
S03347,3,3,2,1,Desktop,Social,South,3.433333333333333,0
S03348,3,2,1,2,Desktop,Social,East,4.033333333333333,0
S03349,3,3,1,1,Desktop,Paid Search,South,3.8333333333333335,0
S03350,3,3,1,1,Desktop,Social,West,3.7333333333333334,0
S03351,3,3,1,1,Desktop,Organic Search,North,3.3,0
S03352,5,5,2,1,Mobile,Direct,East,5.0,0
S03353,3,3,1,1,Tablet,Social,West,2.066666666666667,0
S03354,3,3,1,1,Mobile,Organic Search,Central,3.9,0
S03355,3,3,1,1,Desktop,Organic Search,South,3.216666666666667,0
S03356,3,3,1,1,Desktop,Social,West,3.466666666666667,0
S03357,3,3,1,1,Mobile,Social,East,3.6666666666666665,0
S03358,3,3,1,1,Mobile,Organic Search,Central,3.3833333333333333,0
S03359,3,3,2,1,Mobile,Social,South,3.1166666666666667,0
S03360,3,3,2,1,Mobile,Paid Search,South,0.7833333333333333,0
S03361,3,2,1,2,Mobile,Email,Central,1.9833333333333334,0
S03362,3,3,2,1,Desktop,Social,North,4.416666666666667,0
S03363,4,3,1,2,Mobile,Direct,North,4.3,0
S03364,3,3,2,1,Desktop,Organic Search,North,3.5166666666666666,0
S03365,3,3,2,1,Tablet,Direct,Central,3.6333333333333333,0
S03366,3,3,3,1,Mobile,Email,North,0.9166666666666666,0
S03367,4,3,1,2,Desktop,Paid Search,Central,4.516666666666667,0
S03368,3,3,1,1,Desktop,Social,East,2.9,1
S03369,2,2,1,1,Desktop,Social,North,2.066666666666667,0
S03370,1,1,1,1,Mobile,Paid Search,East,0.0,0
S03371,3,3,2,1,Desktop,Social,North,3.9,0
S03372,3,3,2,1,Mobile,Organic Search,West,3.1,0
S03373,3,1,1,3,Desktop,Organic Search,West,3.5833333333333335,1
S03374,1,1,1,1,Mobile,Social,East,0.0,0
S03375,3,3,1,1,Mobile,Organic Search,North,4.466666666666667,0
S03376,3,3,2,1,Mobile,Organic Search,West,3.1166666666666667,1
S03377,3,3,1,1,Mobile,Paid Search,Central,3.3833333333333333,0
S03378,3,2,1,2,Desktop,Direct,West,3.3,0
S03379,1,1,1,1,Desktop,Social,Central,0.0,0
S03380,3,3,1,1,Mobile,Direct,South,4.816666666666666,0
S03381,3,3,1,1,Mobile,Organic Search,Central,1.7666666666666666,0
S03382,2,2,1,1,Mobile,Direct,South,2.6666666666666665,0
S03383,3,2,2,2,Desktop,Paid Search,North,3.433333333333333,0
S03384,3,3,1,1,Desktop,Direct,Central,2.3,0
S03385,4,4,1,1,Desktop,Paid Search,Central,4.883333333333334,0
S03386,1,1,1,1,Mobile,Social,West,0.0,0
S03387,1,1,1,1,Desktop,Referral,South,0.0,0
S03388,4,4,1,1,Mobile,Direct,South,4.166666666666667,0
S03389,3,2,1,2,Desktop,Email,East,3.9166666666666665,0
S03390,3,3,1,1,Mobile,Paid Search,Central,2.5,0
S03391,3,3,3,1,Desktop,Referral,North,4.666666666666667,0
S03392,3,3,1,1,Tablet,Referral,Central,3.25,0
S03393,1,1,1,1,Tablet,Organic Search,South,0.0,0
S03394,2,2,1,1,Desktop,Social,Central,0.85,0
S03395,4,4,1,1,Tablet,Direct,Central,3.8,1
S03396,1,1,1,1,Tablet,Organic Search,East,0.0,0
S03397,4,4,2,1,Mobile,Organic Search,South,4.966666666666667,0
S03398,2,2,1,1,Mobile,Email,Central,0.5,0
S03399,2,2,1,1,Desktop,Email,East,2.783333333333333,0
S03400,3,3,1,1,Mobile,Organic Search,West,2.6333333333333333,0
S03401,2,1,1,2,Desktop,Paid Search,West,2.8666666666666667,0
S03402,2,2,1,1,Desktop,Direct,North,1.6,0
S03403,2,2,1,1,Tablet,Paid Search,Central,2.966666666666667,0
S03404,4,4,2,1,Desktop,Direct,North,4.05,0
S03405,3,3,1,1,Mobile,Organic Search,Central,2.8,0
S03406,3,3,1,1,Mobile,Direct,South,2.85,0
S03407,2,2,2,1,Mobile,Organic Search,West,2.4833333333333334,0
S03408,4,3,1,2,Tablet,Paid Search,South,4.8,0
S03409,1,1,1,1,Desktop,Organic Search,South,0.0,0
S03410,3,3,2,1,Desktop,Email,South,3.216666666666667,0
S03411,3,2,2,2,Mobile,Organic Search,West,3.7333333333333334,0
S03412,1,1,1,1,Desktop,Paid Search,East,0.0,0
S03413,4,4,2,1,Desktop,Social,Central,4.516666666666667,0
S03414,2,2,1,1,Mobile,Organic Search,South,0.43333333333333335,0
S03415,4,4,2,1,Mobile,Email,West,4.8,0
S03416,3,3,1,1,Mobile,Organic Search,West,3.8,0
S03417,3,2,1,2,Desktop,Paid Search,North,3.2666666666666666,0
S03418,3,3,1,1,Mobile,Direct,East,2.316666666666667,0
S03419,4,4,3,1,Desktop,Email,East,3.5,0
S03420,1,1,1,1,Desktop,Email,South,0.0,0
S03421,3,3,1,1,Mobile,Referral,South,4.166666666666667,0
S03422,2,2,1,1,Mobile,Paid Search,West,2.533333333333333,0
S03423,2,2,2,1,Mobile,Paid Search,South,2.466666666666667,0
S03424,4,4,1,1,Desktop,Direct,West,3.4,0
S03425,5,5,1,1,Mobile,Referral,Central,4.45,0
S03426,3,3,2,1,Mobile,Social,East,3.183333333333333,0
S03427,3,3,3,1,Mobile,Direct,West,3.9166666666666665,0
S03428,3,3,2,1,Mobile,Social,North,2.5833333333333335,0
S03429,3,3,1,1,Mobile,Email,Central,3.6,0
S03430,4,4,2,1,Mobile,Social,South,2.7333333333333334,0
S03431,1,1,1,1,Mobile,Social,West,0.0,0
S03432,2,2,2,1,Tablet,Organic Search,Central,0.7333333333333333,0
S03433,2,2,2,1,Mobile,Paid Search,East,0.6333333333333333,0
S03434,4,4,1,1,Mobile,Direct,West,4.25,1
S03435,3,3,1,1,Mobile,Direct,East,3.8,1
S03436,5,4,2,2,Mobile,Direct,North,5.0,1
S03437,4,4,1,1,Desktop,Social,West,3.566666666666667,0
S03438,1,1,1,1,Mobile,Organic Search,North,0.0,0
S03439,4,4,3,1,Tablet,Organic Search,West,3.9166666666666665,0
S03440,3,3,2,1,Tablet,Social,North,3.7666666666666666,0
S03441,4,4,2,1,Desktop,Organic Search,Central,4.95,0
S03442,6,6,1,1,Mobile,Organic Search,North,4.383333333333334,0
S03443,2,1,1,2,Desktop,Organic Search,East,3.9166666666666665,0
S03444,3,3,1,1,Tablet,Direct,East,2.3833333333333333,1
S03445,2,2,1,1,Tablet,Email,East,2.9833333333333334,0
S03446,2,2,1,1,Mobile,Organic Search,South,2.3333333333333335,0
S03447,3,3,1,1,Mobile,Referral,East,4.116666666666666,0
S03448,1,1,1,1,Mobile,Social,South,0.0,0
S03449,3,3,2,1,Mobile,Direct,East,3.25,0
S03450,3,3,2,1,Desktop,Direct,South,4.1,0
S03451,2,2,1,1,Mobile,Email,East,1.2666666666666666,0
S03452,4,4,2,1,Mobile,Paid Search,South,4.2,0
S03453,3,3,2,1,Mobile,Organic Search,Central,3.1,0
S03454,3,3,1,1,Mobile,Organic Search,East,3.3,0
S03455,2,2,2,1,Tablet,Social,North,1.8333333333333333,0
S03456,3,3,2,1,Desktop,Direct,East,4.1,0
S03457,3,3,1,1,Mobile,Direct,Central,1.75,1
S03458,2,2,1,1,Mobile,Social,North,0.6166666666666667,0
S03459,2,2,1,1,Mobile,Paid Search,West,1.5,0
S03460,3,3,1,1,Mobile,Direct,East,3.6666666666666665,0
S03461,3,3,1,1,Desktop,Paid Search,North,4.933333333333334,0
S03462,3,1,1,3,Desktop,Organic Search,Central,4.55,1
S03463,3,3,2,1,Mobile,Social,South,3.4166666666666665,0
S03464,3,3,1,1,Mobile,Email,South,3.25,0
S03465,1,1,1,1,Desktop,Social,Central,0.0,0
S03466,2,2,1,1,Mobile,Referral,West,2.9166666666666665,0
S03467,3,3,2,1,Mobile,Referral,Central,4.433333333333334,0
S03468,2,2,1,1,Mobile,Referral,West,1.0333333333333334,0
S03469,3,3,1,1,Mobile,Email,West,3.933333333333333,0
S03470,4,4,2,1,Desktop,Direct,Central,4.483333333333333,0
S03471,2,1,1,2,Desktop,Email,North,1.1,1
S03472,2,2,1,1,Mobile,Paid Search,West,2.8833333333333333,0
S03473,3,3,1,1,Mobile,Referral,West,2.8333333333333335,0
S03474,2,2,1,1,Mobile,Organic Search,North,0.7833333333333333,0
S03475,1,1,1,1,Mobile,Referral,East,0.0,0
S03476,2,1,1,2,Mobile,Social,North,2.2666666666666666,0
S03477,2,2,1,1,Tablet,Referral,West,2.566666666666667,0
S03478,3,3,1,1,Mobile,Referral,East,3.6166666666666667,1
S03479,3,3,3,1,Mobile,Direct,Central,4.6,0
S03480,5,5,1,1,Mobile,Organic Search,North,3.816666666666667,0
S03481,3,3,1,1,Desktop,Organic Search,West,3.8,0
S03482,2,2,1,1,Mobile,Direct,South,2.533333333333333,0
S03483,2,2,1,1,Desktop,Paid Search,West,2.216666666666667,0
S03484,3,3,2,1,Tablet,Social,West,3.966666666666667,0
S03485,3,3,1,1,Mobile,Referral,West,3.816666666666667,0
S03486,3,3,1,1,Mobile,Paid Search,Central,3.7666666666666666,0
S03487,4,4,2,1,Desktop,Organic Search,Central,3.3333333333333335,0
S03488,3,3,1,1,Desktop,Organic Search,North,3.216666666666667,1
S03489,1,1,1,1,Desktop,Organic Search,South,0.0,0
S03490,5,5,2,1,Mobile,Direct,West,4.266666666666667,0
S03491,3,1,1,3,Desktop,Email,East,3.7333333333333334,1
S03492,1,1,1,1,Mobile,Organic Search,North,0.0,0
S03493,3,3,1,1,Tablet,Direct,East,4.583333333333333,0
S03494,3,3,1,1,Tablet,Organic Search,East,3.25,0
S03495,3,3,1,1,Mobile,Paid Search,South,1.4666666666666666,0
S03496,5,5,2,1,Desktop,Email,Central,3.933333333333333,0
S03497,3,3,1,1,Mobile,Email,East,1.5333333333333334,0
S03498,2,2,1,1,Tablet,Direct,North,1.7333333333333334,0
S03499,5,5,1,1,Desktop,Referral,North,4.933333333333334,1
S03500,3,3,2,1,Mobile,Organic Search,Central,3.3,0
S03501,1,1,1,1,Desktop,Email,Central,0.0,0
S03502,3,3,2,1,Mobile,Social,West,4.25,0
S03503,2,2,2,1,Tablet,Paid Search,South,2.9833333333333334,0
S03504,1,1,1,1,Desktop,Referral,Central,0.0,0
S03505,2,2,2,1,Tablet,Direct,West,2.933333333333333,0
S03506,2,1,1,2,Mobile,Email,Central,2.3,0
S03507,2,2,1,1,Tablet,Organic Search,West,2.2,0
S03508,2,2,2,1,Mobile,Paid Search,South,1.2833333333333334,0
S03509,2,2,1,1,Mobile,Direct,East,2.216666666666667,0
S03510,3,3,3,1,Desktop,Organic Search,North,3.066666666666667,0
S03511,3,3,1,1,Desktop,Paid Search,South,2.783333333333333,0
S03512,2,2,1,1,Desktop,Paid Search,West,0.5666666666666667,0
S03513,2,2,1,1,Tablet,Organic Search,Central,2.4833333333333334,0
S03514,4,4,2,1,Mobile,Paid Search,West,4.6,0
S03515,2,2,1,1,Mobile,Paid Search,East,0.7666666666666667,0
S03516,1,1,1,1,Tablet,Organic Search,North,0.0,0
S03517,3,3,2,1,Desktop,Email,North,4.866666666666666,0
S03518,3,3,2,1,Mobile,Social,South,3.7666666666666666,0
S03519,2,2,1,1,Desktop,Email,East,2.7,0
S03520,3,3,1,1,Desktop,Direct,West,3.4166666666666665,0
S03521,5,5,1,1,Desktop,Direct,North,4.966666666666667,0
S03522,3,3,2,1,Mobile,Paid Search,Central,2.3,0
S03523,2,2,2,1,Desktop,Referral,South,2.35,0
S03524,2,2,1,1,Desktop,Paid Search,Central,0.5666666666666667,0
S03525,2,2,2,1,Desktop,Organic Search,East,1.7666666666666666,0
S03526,3,3,1,1,Desktop,Email,North,1.7333333333333334,0
S03527,1,1,1,1,Tablet,Referral,West,0.0,0
S03528,2,2,1,1,Mobile,Organic Search,West,1.8166666666666667,0
S03529,1,1,1,1,Tablet,Referral,East,0.0,0
S03530,3,3,3,1,Mobile,Referral,East,3.7666666666666666,0
S03531,4,4,1,1,Desktop,Organic Search,North,3.15,0
S03532,4,4,2,1,Mobile,Referral,West,4.033333333333333,0
S03533,3,2,1,2,Desktop,Direct,Central,2.566666666666667,0
S03534,3,3,2,1,Desktop,Social,North,1.0666666666666667,0
S03535,4,3,1,2,Desktop,Direct,South,2.65,1
S03536,3,3,1,1,Desktop,Email,Central,3.4166666666666665,0
S03537,4,3,2,2,Desktop,Paid Search,South,4.483333333333333,0
S03538,4,4,1,1,Desktop,Social,West,4.516666666666667,0
S03539,3,3,1,1,Mobile,Organic Search,East,3.5833333333333335,0
S03540,4,3,1,2,Desktop,Paid Search,East,4.866666666666666,0
S03541,4,4,2,1,Desktop,Organic Search,East,4.3,0
S03542,2,2,1,1,Mobile,Direct,South,2.7,0
S03543,1,1,1,1,Desktop,Direct,North,0.0,0
S03544,2,2,2,1,Desktop,Email,West,2.75,1
S03545,4,3,1,2,Mobile,Direct,West,2.4833333333333334,1
S03546,3,2,2,2,Desktop,Organic Search,West,2.7666666666666666,0
S03547,3,3,1,1,Desktop,Organic Search,West,2.5166666666666666,0
S03548,3,3,1,1,Mobile,Organic Search,South,3.933333333333333,0
S03549,3,1,1,3,Desktop,Email,North,4.816666666666666,1
S03550,2,2,1,1,Mobile,Referral,Central,1.55,0
S03551,3,3,1,1,Mobile,Organic Search,East,3.4,0
S03552,2,2,2,1,Desktop,Referral,South,0.48333333333333334,0
S03553,3,3,1,1,Mobile,Social,North,4.65,0
S03554,4,4,2,1,Mobile,Paid Search,North,4.816666666666666,0
S03555,2,2,1,1,Desktop,Paid Search,South,2.6166666666666667,0
S03556,3,3,1,1,Mobile,Social,Central,3.9166666666666665,0
S03557,2,2,1,1,Desktop,Organic Search,Central,1.3,0
S03558,3,3,1,1,Mobile,Email,Central,1.85,0
S03559,1,1,1,1,Desktop,Paid Search,Central,0.0,0
S03560,1,1,1,1,Mobile,Paid Search,Central,0.0,0
S03561,3,3,2,1,Desktop,Social,East,2.716666666666667,0
S03562,3,3,1,1,Mobile,Organic Search,South,4.933333333333334,0
S03563,2,2,1,1,Desktop,Paid Search,West,2.3333333333333335,0
S03564,3,3,1,1,Mobile,Paid Search,South,4.566666666666666,0
S03565,3,3,1,1,Mobile,Direct,South,2.566666666666667,0
S03566,2,2,1,1,Mobile,Direct,South,2.3333333333333335,0
S03567,1,1,1,1,Mobile,Paid Search,East,0.0,0
S03568,3,3,1,1,Mobile,Referral,South,4.033333333333333,0
S03569,4,4,3,1,Mobile,Email,North,4.383333333333334,0
S03570,3,3,2,1,Mobile,Social,East,3.4,0
S03571,4,3,2,2,Desktop,Direct,Central,3.5833333333333335,0
S03572,3,3,2,1,Mobile,Organic Search,East,3.4166666666666665,0
S03573,3,2,1,2,Mobile,Organic Search,Central,2.3333333333333335,0
S03574,1,1,1,1,Tablet,Organic Search,North,0.0,0
S03575,3,3,1,1,Tablet,Direct,North,4.483333333333333,0
S03576,2,2,2,1,Mobile,Direct,East,0.5666666666666667,0
S03577,2,2,1,1,Desktop,Social,East,2.4833333333333334,0
S03578,4,4,3,1,Mobile,Social,West,3.816666666666667,0
S03579,3,3,1,1,Mobile,Organic Search,West,3.8333333333333335,0
S03580,3,3,1,1,Mobile,Organic Search,West,2.966666666666667,0
S03581,2,2,1,1,Mobile,Direct,Central,0.7333333333333333,0
S03582,3,2,1,2,Mobile,Paid Search,South,2.6666666666666665,0
S03583,3,3,1,1,Mobile,Organic Search,South,3.3333333333333335,0
S03584,3,3,2,1,Mobile,Organic Search,East,3.966666666666667,0
S03585,1,1,1,1,Mobile,Referral,North,0.0,0
S03586,4,4,2,1,Desktop,Social,South,4.966666666666667,0
S03587,1,1,1,1,Mobile,Organic Search,South,0.0,0
S03588,3,3,1,1,Mobile,Direct,South,4.65,0
S03589,2,2,1,1,Desktop,Direct,North,1.3666666666666667,0
S03590,3,3,3,1,Desktop,Social,North,3.4,0
S03591,2,2,1,1,Tablet,Email,West,0.43333333333333335,0
S03592,3,3,1,1,Desktop,Organic Search,West,4.0,1
S03593,3,3,1,1,Mobile,Social,West,2.3,0
S03594,3,3,2,1,Mobile,Direct,West,4.75,0
S03595,2,2,1,1,Mobile,Direct,North,2.683333333333333,0
S03596,3,3,1,1,Mobile,Direct,South,4.383333333333334,0
S03597,3,3,1,1,Desktop,Email,North,1.5,0
S03598,3,3,2,1,Mobile,Direct,Central,4.216666666666667,0
S03599,3,3,2,1,Mobile,Organic Search,West,3.7666666666666666,0
S03600,5,5,2,1,Mobile,Direct,South,4.95,0
S03601,3,3,2,1,Desktop,Organic Search,South,3.8,0
S03602,1,1,1,1,Mobile,Social,Central,0.0,0
S03603,4,3,1,2,Desktop,Organic Search,East,4.45,0
S03604,3,3,2,1,Desktop,Organic Search,Central,2.9833333333333334,0
S03605,4,4,2,1,Desktop,Paid Search,South,4.266666666666667,0
S03606,2,2,1,1,Desktop,Social,South,2.8333333333333335,0
S03607,4,4,1,1,Mobile,Social,West,4.666666666666667,0
S03608,3,3,1,1,Desktop,Email,West,4.65,0
S03609,2,2,1,1,Tablet,Organic Search,West,2.75,0
S03610,3,2,1,2,Tablet,Social,East,2.966666666666667,0
S03611,2,2,1,1,Mobile,Paid Search,East,0.8166666666666667,0
S03612,4,4,2,1,Desktop,Organic Search,West,3.6166666666666667,0
S03613,4,4,1,1,Mobile,Referral,South,3.6166666666666667,0
S03614,3,3,2,1,Mobile,Organic Search,South,1.5833333333333333,0
S03615,4,4,1,1,Mobile,Referral,Central,4.95,0
S03616,3,2,1,2,Desktop,Social,South,4.666666666666667,0
S03617,1,1,1,1,Mobile,Paid Search,East,0.0,0
S03618,3,3,1,1,Mobile,Referral,West,2.4,0
S03619,4,4,1,1,Mobile,Social,Central,4.866666666666666,0
S03620,3,3,2,1,Desktop,Organic Search,East,4.316666666666666,1
S03621,1,1,1,1,Mobile,Email,East,0.0,0
S03622,2,2,1,1,Desktop,Organic Search,Central,2.566666666666667,0
S03623,2,2,1,1,Desktop,Direct,Central,0.5666666666666667,0
S03624,2,2,2,1,Mobile,Social,West,2.283333333333333,0
S03625,1,1,1,1,Desktop,Direct,East,0.0,0
S03626,2,2,2,1,Desktop,Direct,South,0.5833333333333334,0
S03627,2,2,1,1,Desktop,Paid Search,West,1.1666666666666667,0
S03628,2,2,1,1,Mobile,Social,Central,2.5,0
S03629,3,3,2,1,Mobile,Organic Search,Central,4.583333333333333,0
S03630,3,3,2,1,Mobile,Direct,North,3.45,0
S03631,3,3,2,1,Mobile,Organic Search,East,3.316666666666667,0
S03632,1,1,1,1,Desktop,Paid Search,East,0.0,0
S03633,3,3,2,1,Mobile,Organic Search,Central,1.3333333333333333,0
S03634,3,3,1,1,Desktop,Paid Search,West,3.6166666666666667,0
S03635,3,3,1,1,Desktop,Direct,East,4.083333333333333,0
S03636,1,1,1,1,Mobile,Organic Search,North,0.0,0
S03637,2,2,1,1,Tablet,Referral,East,2.35,0
S03638,1,1,1,1,Desktop,Organic Search,North,0.0,0
S03639,3,3,1,1,Desktop,Email,Central,4.983333333333333,0
S03640,3,2,1,2,Desktop,Organic Search,West,3.0833333333333335,0
S03641,3,3,1,1,Desktop,Email,East,3.15,0
S03642,3,3,1,1,Tablet,Email,East,2.9,0
S03643,3,3,2,1,Mobile,Direct,Central,4.333333333333333,0
S03644,4,4,2,1,Mobile,Organic Search,South,4.833333333333333,0
S03645,3,3,2,1,Mobile,Direct,South,2.9166666666666665,1
S03646,5,4,1,2,Desktop,Paid Search,Central,4.883333333333334,0
S03647,3,3,1,1,Mobile,Social,Central,4.066666666666666,0
S03648,3,3,3,1,Mobile,Paid Search,Central,4.2,1
S03649,5,4,1,2,Mobile,Paid Search,North,3.7,0
S03650,3,3,1,1,Tablet,Organic Search,North,4.85,0
S03651,2,2,2,1,Mobile,Direct,North,2.3666666666666667,0
S03652,2,2,1,1,Mobile,Organic Search,South,1.5333333333333334,0
S03653,3,3,1,1,Mobile,Organic Search,West,4.583333333333333,0
S03654,1,1,1,1,Desktop,Organic Search,South,0.0,0
S03655,2,2,1,1,Desktop,Email,West,2.75,0
S03656,2,2,1,1,Desktop,Paid Search,South,2.1,0
S03657,2,2,1,1,Desktop,Referral,South,0.8833333333333333,0
S03658,4,3,1,2,Mobile,Organic Search,Central,2.933333333333333,0
S03659,4,4,2,1,Mobile,Paid Search,South,3.25,0
S03660,2,2,2,1,Tablet,Social,South,0.85,0
S03661,2,2,2,1,Mobile,Paid Search,South,2.9166666666666665,0
S03662,3,3,2,1,Mobile,Direct,North,3.933333333333333,0
S03663,1,1,1,1,Desktop,Direct,East,0.0,0
S03664,2,2,1,1,Desktop,Organic Search,South,1.0666666666666667,0
S03665,2,2,1,1,Mobile,Direct,West,2.966666666666667,0
S03666,2,2,1,1,Mobile,Social,Central,2.2,0
S03667,3,3,2,1,Mobile,Organic Search,East,3.25,1
S03668,3,3,2,1,Desktop,Organic Search,North,2.533333333333333,0
S03669,2,2,1,1,Desktop,Paid Search,West,2.1166666666666667,0
S03670,4,4,1,1,Mobile,Social,North,2.4,0
S03671,2,2,1,1,Desktop,Email,West,1.0,0
S03672,3,3,3,1,Desktop,Paid Search,West,4.166666666666667,0
S03673,2,1,1,2,Mobile,Direct,North,2.3666666666666667,0
S03674,3,2,1,2,Desktop,Organic Search,Central,3.3666666666666667,0
S03675,3,2,2,2,Mobile,Direct,Central,4.616666666666666,0
S03676,3,3,2,1,Desktop,Paid Search,Central,3.6166666666666667,0
S03677,4,3,2,2,Desktop,Referral,South,4.066666666666666,0
S03678,4,4,1,1,Mobile,Organic Search,East,3.9166666666666665,0
S03679,3,3,2,1,Mobile,Email,Central,2.8666666666666667,0
S03680,3,3,2,1,Mobile,Direct,South,3.45,0
S03681,2,2,2,1,Mobile,Email,Central,2.6333333333333333,0
S03682,4,4,2,1,Desktop,Organic Search,North,4.166666666666667,0
S03683,2,2,2,1,Mobile,Direct,North,2.2666666666666666,0
S03684,2,2,1,1,Desktop,Social,West,0.8166666666666667,0
S03685,2,2,1,1,Mobile,Paid Search,West,0.85,0
S03686,3,3,1,1,Mobile,Email,West,4.35,0
S03687,3,3,1,1,Tablet,Direct,Central,3.716666666666667,0
S03688,3,3,1,1,Mobile,Direct,North,4.883333333333334,0
S03689,3,2,1,2,Desktop,Direct,South,4.816666666666666,0
S03690,2,2,1,1,Desktop,Social,Central,1.05,0
S03691,3,3,2,1,Mobile,Referral,North,2.3,0
S03692,3,3,1,1,Mobile,Email,West,2.8333333333333335,0
S03693,3,3,2,1,Mobile,Direct,East,3.783333333333333,0
S03694,4,2,1,3,Desktop,Social,North,3.7,1
S03695,4,4,2,1,Desktop,Direct,South,3.816666666666667,0
S03696,5,5,1,1,Desktop,Paid Search,East,4.016666666666667,0
S03697,3,3,1,1,Tablet,Organic Search,Central,2.35,0
S03698,3,2,1,2,Mobile,Social,West,3.283333333333333,1
S03699,3,3,2,1,Tablet,Paid Search,West,3.3833333333333333,0
S03700,4,4,2,1,Desktop,Social,East,4.883333333333334,0
S03701,2,2,1,1,Mobile,Social,South,1.85,0
S03702,2,2,1,1,Mobile,Organic Search,North,2.2333333333333334,0
S03703,4,4,2,1,Desktop,Social,East,4.233333333333333,0
S03704,3,3,1,1,Mobile,Social,North,3.2333333333333334,0
S03705,1,1,1,1,Tablet,Direct,South,0.0,0
S03706,4,4,1,1,Tablet,Organic Search,East,3.216666666666667,0
